Project,Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
Cayenne,org.apache.cayenne.query.BatchQuery,BatchQuery,Public Abstract Class,8,0,4,4,1,8,2,13,0,0,39,61,1.56,10,10,15,13,0,3,14,11,8,3,113,1,1,0,8,71,71,0,0,8,14,24,8,No
Cayenne,org.apache.cayenne.query.BatchQueryRow,BatchQueryRow,Public Abstract Class,5,1,7,3,2,11,1,11,0,0,33,33,1,8,8,11,11,0,3,16,16,5,2,77,6,1,3,5,50,38,0,1,4,15,24,9,No
Cayenne,org.apache.cayenne.crypto.CayenneCryptoException,CayenneCryptoException,Public Class,11,0,3,0,1,3,1,6,0,1,14,21,1.5,2,2,6,6,0,0,4,3,4,0,41,1,3,0,4,0,0,0,0,4,4,9,4,No
Cayenne,org.apache.cayenne.crypto.cipher.DefaultCipherFactory,DefaultCipherFactory,Public Class,3,2,11,1,3,14,2,10,0,0,38,27,0.71,9,9,11,9,0,0,21,17,3,2,75,4,1,1,3,50,33,0,0,3,14,23,9,No
Cayenne,org.apache.cayenne.crypto.CryptoModule,CryptoModule,Public Class,8,3,10,1,1,14,2,30,7,5,86,15,0.17,49,49,21,18,4,0,65,58,1,0,131,1,1,0,8,0,0,2,0,2,62,71,8,No
Cayenne,org.apache.cayenne.crypto.key.JceksKeySource,JceksKeySource,Public Class,5,2,10,0,3,13,2,24,0,2,72,31,0.43,17,17,24,23,0,0,42,31,5,4,127,4,1,1,5,60,50,1,1,3,31,46,13,No
Cayenne,org.apache.cayenne.crypto.map.PatternColumnMapper,PatternColumnMapper,Public Class,2,0,4,0,1,4,2,4,0,0,10,25,2.5,5,5,5,4,0,0,2,2,2,1,39,1,1,0,2,0,0,0,0,2,3,6,2,No
Cayenne,org.apache.cayenne.crypto.reader.CryptoRowReaderFactoryDecorator,CryptoRowReaderFactoryDecorator,Public Class,10,2,9,1,2,12,1,31,0,0,123,22,0.18,23,23,60,43,0,0,55,48,6,4,176,5,2,3,6,79,75,0,4,2,57,82,10,No
Cayenne,org.apache.cayenne.crypto.transformer.DefaultTransformerFactory,DefaultTransformerFactory,Public Class,3,7,21,0,5,27,2,25,0,0,67,21,0.31,19,19,25,26,0,0,42,36,3,3,113,7,1,3,3,0,0,0,0,3,42,57,14,No
Cayenne,org.apache.cayenne.crypto.transformer.bytes.DefaultBytesTransformerFactory,DefaultBytesTransformerFactory,Public Class,4,1,7,0,2,8,2,8,1,0,31,25,0.81,12,12,13,10,1,0,14,12,3,1,64,3,1,1,4,25,25,0,0,3,11,18,6,No
Cayenne,org.apache.cayenne.crypto.transformer.bytes.LazyBytesTransformerFactory,LazyBytesTransformerFactory,Public Class,4,1,5,0,2,6,2,7,0,0,25,25,1,5,5,9,7,0,0,8,8,4,2,57,3,1,2,4,63,13,0,1,3,7,15,6,No
Cayenne,org.apache.cayenne.crypto.CryptoModuleExtender,CryptoModuleExtender,Public Class,21,1,8,2,1,11,1,49,0,0,193,64,0.33,21,21,45,47,0,0,110,108,21,19,306,5,1,2,21,89,89,0,2,19,104,151,45,No
Cayenne,org.apache.cayenne.crypto.transformer.value.DefaultValueTransformerFactory,DefaultValueTransformerFactory,Public Class,6,4,14,0,3,18,2,36,0,3,93,28,0.3,29,29,40,37,0,0,57,51,6,5,157,6,1,3,6,60,43,0,3,3,47,68,20,No
Cayenne,org.apache.cayenne.crypto.transformer.value.LazyValueTransformerFactory,LazyValueTransformerFactory,Public Class,4,1,5,0,2,6,2,8,0,0,25,25,1,6,6,9,7,0,0,8,8,4,2,58,3,1,2,4,63,13,0,1,3,7,15,6,No
Cayenne,org.apache.cayenne.crypto.transformer.value.BytesToBytesConverter,BytesToBytesConverter,Public Class,2,0,4,0,1,4,2,4,0,1,11,21,1.91,1,1,6,4,0,0,3,3,2,0,36,1,1,0,2,0,0,0,0,2,3,6,2,No
Cayenne,org.apache.cayenne.crypto.transformer.value.Base64StringConverter,Base64StringConverter,Public Class,2,0,4,0,1,4,2,4,0,1,11,21,1.91,3,3,6,4,0,0,3,3,2,0,36,1,1,0,2,0,0,0,0,2,3,6,2,No
Cayenne,org.apache.cayenne.crypto.transformer.value.Utf8StringConverter,Utf8StringConverter,Public Final Class,3,0,4,0,1,4,2,7,0,2,16,21,1.31,3,3,9,7,1,0,5,4,3,1,44,1,1,0,3,0,0,0,0,2,6,10,3,No
Cayenne,org.apache.cayenne.crypto.transformer.value.DoubleConverter,DoubleConverter,Public Class,4,1,4,0,1,5,2,7,2,2,21,23,1.1,4,4,9,7,2,0,8,7,2,0,51,2,1,1,4,0,0,0,0,2,7,13,5,No
Cayenne,org.apache.cayenne.crypto.transformer.value.FloatConverter,FloatConverter,Public Class,4,1,4,0,1,5,2,7,2,2,21,23,1.1,4,4,9,7,2,0,8,7,2,0,51,2,1,1,4,0,0,0,0,2,7,13,5,No
Cayenne,org.apache.cayenne.crypto.transformer.value.LongConverter,LongConverter,Public Class,4,1,10,0,2,11,2,9,2,2,42,23,0.55,4,4,9,7,2,0,27,11,2,0,74,3,1,1,4,0,0,0,0,2,9,17,7,No
Cayenne,org.apache.cayenne.crypto.transformer.value.IntegerConverter,IntegerConverter,Public Class,4,1,7,0,2,8,2,9,2,2,31,23,0.74,4,4,9,7,2,0,16,11,2,0,63,3,1,1,4,0,0,0,0,2,9,17,7,No
Cayenne,org.apache.cayenne.crypto.transformer.value.ShortConverter,ShortConverter,Public Class,4,1,6,0,2,8,2,10,2,2,29,21,0.72,4,4,9,7,2,0,14,11,2,0,60,3,1,1,4,0,0,0,0,2,9,17,7,No
Cayenne,org.apache.cayenne.crypto.transformer.value.ByteConverter,ByteConverter,Public Class,4,0,4,0,1,5,2,6,2,2,21,21,1,3,3,9,7,2,0,8,7,2,0,48,2,1,1,4,0,0,0,0,2,7,13,5,No
Cayenne,org.apache.cayenne.crypto.transformer.value.BooleanConverter,BooleanConverter,Public Class,2,1,10,0,3,11,2,5,0,1,23,23,1,3,3,7,5,0,0,13,9,2,0,51,4,1,1,2,0,0,0,0,2,7,13,6,No
Cayenne,org.apache.cayenne.crypto.transformer.value.UtilDateConverter,UtilDateConverter,Public Class,3,0,4,0,1,4,2,5,0,1,15,23,1.53,4,4,8,6,0,0,4,4,3,1,43,1,1,0,3,0,0,0,0,3,5,9,3,No
