Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.apache.activemq.transport.auto.AutoWireFormatConfigurationTest,AutoWireFormatConfigurationTest,Public Class,5.0,1.0,10.0,1.0,2.0,12.0,1.0,13.0,1.0,4.0,69.0,23.0,0.33,15.0,15.0,27.0,21.0,0.0,0.0,42.0,28.0,4.0,4.0,104.0,3.0,1.0,1.0,5.0,55.0,55.0,0.0,0.0,5.0,35.0,45.0,9.0,No
org.apache.activemq.transport.auto.failover.AutoFailoverClusterTest,AutoFailoverClusterTest,Public Class,12.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,17.0,2.83,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,No
org.apache.activemq.transport.failover.FailoverClusterTest,FailoverClusterTest,Public Class,11.0,0.0,10.0,0.0,2.0,10.0,1.0,15.0,0.0,4.0,117.0,20.0,0.17,20.0,20.0,37.0,39.0,0.0,1.0,76.0,73.0,11.0,4.0,149.0,4.0,2.0,1.0,11.0,66.0,52.0,0.0,8.0,3.0,70.0,97.0,22.0,No
org.apache.activemq.transport.auto.failover.AutoFailoverTimeoutTest,AutoFailoverTimeoutTest,Public Class,11.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,17.0,2.83,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,No
org.apache.activemq.transport.failover.FailoverTimeoutTest,FailoverTimeoutTest,Public Class,10.0,3.0,14.0,1.0,2.0,16.0,1.0,38.0,0.0,2.0,142.0,23.0,0.16,29.0,29.0,51.0,44.0,0.0,1.0,102.0,78.0,10.0,2.0,199.0,3.0,1.0,1.0,10.0,50.0,50.0,1.0,1.0,8.0,79.0,100.0,16.0,No
org.apache.activemq.transport.auto.failover.FailoverAutoRandomTest,FailoverAutoRandomTest,Public Class,6.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,17.0,2.83,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,No
org.apache.activemq.transport.failover.FailoverRandomTest,FailoverRandomTest,Public Class,5.0,1.0,9.0,0.0,1.0,10.0,1.0,9.0,0.0,0.0,49.0,17.0,0.35,7.0,7.0,17.0,14.0,0.0,1.0,33.0,27.0,5.0,2.0,74.0,2.0,2.0,1.0,5.0,40.0,40.0,1.0,1.0,3.0,29.0,36.0,6.0,No
org.apache.activemq.transport.auto.failover.FailoverAutoTransportBrokerTest,FailoverAutoTransportBrokerTest,Public Class,80.0,0.0,4.0,1.0,1.0,4.0,1.0,5.0,2.0,0.0,16.0,18.0,1.13,3.0,3.0,7.0,5.0,0.0,0.0,4.0,4.0,2.0,0.0,37.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,4.0,No
org.apache.activemq.transport.failover.FailoverTransportBrokerTest,FailoverTransportBrokerTest,Public Class,76.0,2.0,12.0,2.0,1.0,15.0,1.0,25.0,2.0,1.0,104.0,29.0,0.28,25.0,25.0,39.0,39.0,0.0,1.0,70.0,59.0,6.0,2.0,155.0,2.0,6.0,1.0,8.0,88.0,88.0,0.0,3.0,5.0,63.0,79.0,10.0,No
org.apache.activemq.transport.auto.nio.AutoNIOJmsDurableTopicSendReceiveTest,AutoNIOJmsDurableTopicSendReceiveTest,Public Class,73.0,0.0,4.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,6.0,17.0,2.83,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,No
