Full Path,Class Name,Kind,All Methods,Average Blank Lines,Average Code Lines,Average Comment Lines,Average Cyclomatic Complexity,Average Lines,Base Classes,Blank Lines,Class Methods,Class Variables,Code Lines,Comment Lines,Comment to Code Ratio,Coupled Classes,Coupled Classes Modified,Declarative Code Lines,Declarative Statements,Default Methods,Derived Classes,Executable Code Lines,Executable Statements,Instance Methods,Instance Variables,Lines,Max Cyclomatic Complexity,Max Inheritance Tree,Max Nesting,Methods,Percent Lack of Cohesion,Percent Lack of Cohesion Modified,Private Methods,Protected Methods,Public Methods,Semicolons,Statements,Sum Cyclomatic Complexity,Code Smell
org.apache.ivy.core.event.download.PrepareDownloadEvent,PrepareDownloadEvent,Public Class,15.0,0.0,4.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,11.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,4.0,3.0,2.0,1.0,14.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,2.0,No
org.apache.ivy.core.event.download.StartArtifactDownloadEvent,StartArtifactDownloadEvent,Public Class,19.0,0.0,5.0,0.0,1.0,5.0,1.0,6.0,0.0,1.0,20.0,0.0,0.0,4.0,4.0,8.0,7.0,0.0,0.0,9.0,8.0,3.0,2.0,26.0,1.0,3.0,0.0,3.0,33.0,33.0,0.0,0.0,3.0,11.0,15.0,3.0,No
org.apache.ivy.core.event.EventManager,EventManager,Public Class,11.0,0.0,5.0,0.0,2.0,5.0,2.0,13.0,0.0,0.0,63.0,0.0,0.0,9.0,9.0,17.0,21.0,0.0,0.0,29.0,31.0,11.0,1.0,76.0,4.0,1.0,3.0,11.0,18.0,0.0,0.0,1.0,10.0,23.0,47.0,21.0,No
org.apache.ivy.plugins.repository.TransferEvent,TransferEvent,Public Class,36.0,0.0,5.0,3.0,2.0,9.0,1.0,51.0,1.0,13.0,150.0,124.0,0.83,6.0,6.0,52.0,49.0,0.0,0.0,84.0,55.0,22.0,10.0,325.0,6.0,2.0,3.0,23.0,90.0,84.0,2.0,6.0,15.0,72.0,104.0,37.0,Yes
org.apache.ivy.core.event.IvyEventFilter,IvyEventFilter,Public Class,3.0,0.0,21.0,2.0,4.0,24.0,2.0,9.0,0.0,3.0,72.0,48.0,0.67,13.0,13.0,15.0,19.0,0.0,0.0,49.0,34.0,3.0,3.0,129.0,6.0,1.0,4.0,3.0,33.0,33.0,1.0,0.0,2.0,30.0,48.0,11.0,No
org.apache.ivy.core.event.FilteredIvyListener,FilteredIvyListener,Public Class,4.0,0.0,4.0,0.0,1.0,4.0,2.0,6.0,0.0,0.0,19.0,0.0,0.0,2.0,2.0,7.0,7.0,0.0,0.0,6.0,6.0,4.0,2.0,25.0,2.0,1.0,1.0,4.0,25.0,25.0,0.0,0.0,4.0,7.0,13.0,5.0,No
org.apache.ivy.core.event.IvyEventFilter.IvyEventFilter.(Anon_1),(Anon_1),Anonymous Class,1.0,0.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,No
org.apache.ivy.core.event.IvyEventFilter.parseExpression.(Anon_2),(Anon_2),Anonymous Class,1.0,0.0,12.0,0.0,4.0,12.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,9.0,7.0,1.0,0.0,13.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,4.0,No
org.apache.ivy.util.filter.AndFilter,AndFilter,Public Generic Class,4.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,5.0,5.0,4.0,2.0,22.0,1.0,1.0,0.0,4.0,25.0,25.0,0.0,0.0,4.0,7.0,12.0,4.0,No
org.apache.ivy.util.filter.NoFilter,NoFilter,Public Final Generic Class,4.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,17.0,0.0,0.0,3.0,3.0,9.0,6.0,0.0,0.0,4.0,4.0,3.0,0.0,22.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,9.0,4.0,No
